Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0003118	GL50803_14094	GMRT_12225	
OG0003119	GL50803_104087	GMRT_10761	
OG0003120	GL50803_21318	GMRT_13595	
OG0003121	GL50803_32861	GMRT_10752	
OG0003122	GL50803_15984		SS50377_28114
OG0003123	GL50803_15985	GMRT_10767	
OG0003124	GL50803_5749	GMRT_10768	
OG0003125	GL50803_14017	GMRT_12358	
OG0003126	GL50803_16245	GMRT_11461	
OG0003127	GL50803_16839	GMRT_10775	
OG0003128	GL50803_5643	GMRT_12242	
OG0003129	GL50803_26739	GMRT_12240	
OG0003130	GL50803_16843	GMRT_12237	
OG0003131	GL50803_16844	GMRT_12236	
OG0003132	GL50803_4852	GMRT_12235	
OG0003133	GL50803_4843	GMRT_10746	
OG0003134	GL50803_104186	GMRT_12232	
OG0003135	GL50803_95406	GMRT_14251	
OG0003136	GL50803_14689	GMRT_12228	
OG0003137	GL50803_8360	GMRT_10759	
OG0003138	GL50803_8357	GMRT_12463	
OG0003139	GL50803_13922	GMRT_10748	
OG0003140	GL50803_16518	GMRT_12467	
OG0003141	GL50803_13924	GMRT_13168	
OG0003142	GL50803_16522	GMRT_23026	
OG0003143	GL50803_10939	GMRT_12475	
OG0003144	GL50803_10943	GMRT_15001	
OG0003145	GL50803_29353	GMRT_11691	
OG0003146	GL50803_41834	GMRT_13938	
OG0003147	GL50803_4239	GMRT_12485	
OG0003148	GL50803_7620	GMRT_12476	
OG0003149	GL50803_101866	GMRT_13512	
OG0003150	GL50803_104234	GMRT_10070	
OG0003151	GL50803_11152	GMRT_10071	
OG0003152	GL50803_11151	GMRT_10072	
OG0003153	GL50803_15353	GMRT_10083	
OG0003154	GL50803_11139	GMRT_10084	
OG0003155	GL50803_24603	GMRT_10081	
OG0003156	GL50803_11129	GMRT_13505	
OG0003157	GL50803_15347	GMRT_10237	
OG0003158	GL50803_11125	GMRT_13491	
OG0003159	GL50803_4322	GMRT_13492	
OG0003160	GL50803_104248	GMRT_10298	
OG0003161	GL50803_11244	GMRT_13499	
OG0003162	GL50803_17571	GMRT_13498	
OG0003163	GL50803_11230	GMRT_13481	
OG0003164	GL50803_17569	GMRT_13483	
OG0003165	GL50803_17568	GMRT_13484	
OG0003166	GL50803_4595	GMRT_13486	
OG0003167	GL50803_4597	GMRT_13504	
OG0003168	GL50803_2362	GMRT_13895	
OG0003169	GL50803_13708	GMRT_13478	
OG0003170	GL50803_1937	GMRT_13898	
OG0003171	GL50803_17559	GMRT_13902	
OG0003172	GL50803_11648	GMRT_22793	
OG0003173	GL50803_15461	GMRT_11769	
OG0003174	GL50803_11632, GL50803_92957		
OG0003175	GL50803_16332	GMRT_11766	
OG0003176	GL50803_33023	GMRT_10167	
OG0003177	GL50803_15995	GMRT_11771	
OG0003178	GL50803_96018	GMRT_11776	
OG0003179	GL50803_14553	GMRT_11775	
OG0003180	GL50803_4936	GMRT_10921	
OG0003181	GL50803_16543	GMRT_10924	
OG0003182	GL50803_15972	GMRT_10935	
OG0003183	GL50803_93011	GMRT_10939	
OG0003184	GL50803_16122	GMRT_10938	
OG0003185	GL50803_5881	GMRT_10937	
OG0003186	GL50803_93002	GMRT_10931	
OG0003187	GL50803_28699	GMRT_10930	
OG0003188	GL50803_21662	GMRT_10942	
OG0003189	GL50803_95639	GMRT_10941	
OG0003190	GL50803_16902	GMRT_10943	
OG0003191	GL50803_16903	GMRT_10944	
OG0003192	GL50803_95880	GMRT_14107	
OG0003193	GL50803_13354	GMRT_16104	
OG0003194	GL50803_21628, GL50803_9861		
OG0003195	GL50803_16184	GMRT_14102	
OG0003196	GL50803_95918	GMRT_16105	
OG0003197	GL50803_7533	GMRT_16113	
OG0003198	GL50803_86431	GMRT_13092	
OG0003199	GL50803_4329	GMRT_13089	
OG0003200	GL50803_1721	GMRT_13077	
OG0003201	GL50803_40244	GMRT_13082	
OG0003202	GL50803_103783	GMRT_13087	
OG0003203	GL50803_41369	GMRT_13086	
OG0003204	GL50803_15017	GMRT_13085	
OG0003205	GL50803_9707	GMRT_13084	
OG0003206	GL50803_15016	GMRT_12727	
OG0003207	GL50803_9697	GMRT_10391	
OG0003208	GL50803_16392	GMRT_10390	
OG0003209	GL50803_32938	GMRT_10400	
OG0003210	GL50803_61026	GMRT_10399	
OG0003211	GL50803_13590	GMRT_10397	
OG0003212	GL50803_137641	GMRT_10396	
OG0003213	GL50803_13962	GMRT_15881	
OG0003214	GL50803_13329	GMRT_13071	
OG0003215	GL50803_13330	GMRT_12462	
OG0003216	GL50803_8208	GMRT_14093	
OG0003217	GL50803_8210	GMRT_11372	
OG0003218	GL50803_111806, GL50803_112059		
OG0003219	GL50803_16289	GMRT_11566	
OG0003220	GL50803_3720	GMRT_11567	
OG0003221	GL50803_16288	GMRT_11568	
OG0003222	GL50803_6199	GMRT_11570	
OG0003223	GL50803_6185		SS50377_26455
OG0003224	GL50803_16286	GMRT_12824	
OG0003225	GL50803_113553	GMRT_13004	
OG0003226	GL50803_3098	GMRT_13009	
OG0003227	GL50803_17230	GMRT_13011	
OG0003228	GL50803_17231	GMRT_13012	
OG0003229	GL50803_17232	GMRT_11503	
OG0003230	GL50803_90044	GMRT_12993	
OG0003231	GL50803_8204	GMRT_10183	
OG0003232	GL50803_14662	GMRT_11380	
OG0003233	GL50803_8200		SS50377_27405
OG0003234	GL50803_20413	GMRT_11398	
OG0003235	GL50803_8191		SS50377_24520
OG0003236	GL50803_2267	GMRT_16383	
OG0003237	GL50803_17237	GMRT_11575	
OG0003238	GL50803_9004	GMRT_11422	
OG0003239	GL50803_9008	GMRT_14188	
OG0003240	GL50803_14835	GMRT_14198	
OG0003241	GL50803_28696	GMRT_14195	
OG0003242	GL50803_17242	GMRT_14192	
OG0003243	GL50803_17246		SS50377_24883
OG0003244	GL50803_24009	GMRT_14182	
OG0003245	GL50803_113592	GMRT_14184	
OG0003246	GL50803_13766	GMRT_14185	
OG0003247	GL50803_13982	GMRT_13008	
OG0003248	GL50803_13981	GMRT_13007	
OG0003249	GL50803_5615	GMRT_13006	
OG0003250	GL50803_17624	GMRT_14467	
OG0003251	GL50803_17623	GMRT_11418	
OG0003252	GL50803_3206	GMRT_14884	
OG0003253	GL50803_17622	GMRT_14202	
OG0003254	GL50803_12146	GMRT_14201	
OG0003255	GL50803_12147	GMRT_14191	
OG0003256	GL50803_12148	GMRT_11423	
OG0003257	GL50803_26589	GMRT_12132	
OG0003258	GL50803_15887	GMRT_14472	
OG0003259	GL50803_14181	GMRT_10324	
OG0003260	GL50803_6367	GMRT_10325	
OG0003261	GL50803_6366	GMRT_14476	
OG0003262	GL50803_27827	GMRT_12523	
OG0003263	GL50803_7134	GMRT_12516	
OG0003264	GL50803_16958	GMRT_12515	
OG0003265	GL50803_3731	GMRT_12514	
OG0003266	GL50803_3733	GMRT_12525	
OG0003267	GL50803_16957	GMRT_13839	
OG0003268	GL50803_11055	GMRT_12526	
OG0003269	GL50803_15334	GMRT_12529	
OG0003270	GL50803_8464	GMRT_12536	
OG0003271	GL50803_8460	GMRT_12534	
OG0003272	GL50803_22385	GMRT_12533	
OG0003273	GL50803_14712	GMRT_11897	
OG0003274	GL50803_17617	GMRT_11896	
OG0003275	GL50803_4344	GMRT_11892	
OG0003276	GL50803_10632	GMRT_11890	
OG0003277	GL50803_15256	GMRT_12592	
OG0003278	GL50803_10623	GMRT_12593	
OG0003279	GL50803_15255	GMRT_12595	
OG0003280	GL50803_6342	GMRT_12596	
OG0003281	GL50803_102893	GMRT_12597	
OG0003282	GL50803_6344	GMRT_12598	
OG0003283	GL50803_6345	GMRT_12599	
OG0003284	GL50803_6346	GMRT_12580	
OG0003285	GL50803_17612	GMRT_12577	
OG0003286	GL50803_88065	GMRT_15236	
OG0003287	GL50803_8983	GMRT_12573	
OG0003288	GL50803_114698	GMRT_12583	
OG0003289	GL50803_27910, GL50803_6752		
OG0003290	GL50803_6589	GMRT_12620	
OG0003291	GL50803_6592	GMRT_12621	
OG0003292	GL50803_17608	GMRT_12623	
OG0003293	GL50803_61105	GMRT_12627	
OG0003294	GL50803_5842	GMRT_12628	
OG0003295	GL50803_17606	GMRT_11886	
OG0003296	GL50803_14038		SS50377_26468
OG0003297	GL50803_14164	GMRT_13765	
OG0003298	GL50803_23314	GMRT_12613	
OG0003299	GL50803_11535	GMRT_12618	
OG0003300	GL50803_15429	GMRT_14906	
OG0003301	GL50803_11548	GMRT_12586	
OG0003302	GL50803_11556	GMRT_12600	
OG0003303	GL50803_11557	GMRT_15190	
OG0003304	GL50803_11560	GMRT_12610	
OG0003305	GL50803_104982	GMRT_12609	
OG0003306	GL50803_11563	GMRT_12608	
OG0003307	GL50803_23300	GMRT_12607	
OG0003308	GL50803_97017	GMRT_12571	
OG0003309	GL50803_10341	GMRT_12568	
OG0003310	GL50803_10339	GMRT_12566	
OG0003311	GL50803_16944	GMRT_12565	
OG0003312	GL50803_16940	GMRT_12557	
OG0003313	GL50803_10313	GMRT_12553	
OG0003314	GL50803_4837	GMRT_12559	
OG0003315	GL50803_4838	GMRT_12558	
OG0003316	GL50803_16935	GMRT_12543	
OG0003317	GL50803_14030	GMRT_12546	
OG0003318	GL50803_95717	GMRT_12548	
OG0003319	GL50803_112348	GMRT_12540	
OG0003320	GL50803_17189	GMRT_11903	
OG0003321	GL50803_15525	GMRT_11904	
OG0003322	GL50803_29692	GMRT_11905	
OG0003323	GL50803_40885	GMRT_11907	
OG0003324	GL50803_24985	GMRT_11916	
OG0003325	GL50803_137746	GMRT_11917	
OG0003326	GL50803_24980	GMRT_11924	
OG0003327	GL50803_8608	GMRT_14419	
OG0003328	GL50803_87926	GMRT_11930	
OG0003329	GL50803_40904	GMRT_11929	
OG0003330	GL50803_15331	GMRT_11926	
OG0003331	GL50803_11039	GMRT_12758	
OG0003332	GL50803_29387	GMRT_12757	
OG0003333	GL50803_87945	GMRT_12756	
OG0003334	GL50803_15329	GMRT_12755	
OG0003335	GL50803_11034	GMRT_12754	
OG0003336	GL50803_16445	GMRT_12752	
OG0003337	GL50803_22268	GMRT_12751	
OG0003338	GL50803_13215	GMRT_12614	
OG0003339	GL50803_16037	GMRT_12748	
OG0003340	GL50803_15094	GMRT_12742	
OG0003341	GL50803_19378	GMRT_12716	
OG0003342	GL50803_7906	GMRT_12717	
OG0003343	GL50803_14584	GMRT_12719	
OG0003344	GL50803_7913	GMRT_12721	
OG0003345	GL50803_16478	GMRT_12723	
OG0003346	GL50803_42357	GMRT_12725	
OG0003347	GL50803_14520	GMRT_12736	
OG0003348	GL50803_7717	GMRT_10074	
OG0003349	GL50803_7721	GMRT_12735	
OG0003350	GL50803_16596	GMRT_12734	
OG0003351	GL50803_7723	GMRT_12733	
OG0003352	GL50803_16595	GMRT_12731	
OG0003353	GL50803_6542	GMRT_12738	
OG0003354	GL50803_137749	GMRT_12760	
OG0003355	GL50803_5489	GMRT_12764	
OG0003356	GL50803_38394	GMRT_10877	
OG0003357	GL50803_42368	GMRT_10876	
OG0003358	GL50803_14290	GMRT_10875	
OG0003359	GL50803_6751	GMRT_10874	
OG0003360	GL50803_95563	GMRT_10873	
OG0003361	GL50803_6929	GMRT_10871	
OG0003362	GL50803_95557	GMRT_12766	
OG0003363	GL50803_95549	GMRT_10881	
OG0003364	GL50803_102728	GMRT_10883	
OG0003365	GL50803_95530	GMRT_10884	
OG0003366	GL50803_24842	GMRT_10886	
OG0003367	GL50803_7394	GMRT_10887	
OG0003368	GL50803_7396	GMRT_10888	
OG0003369	GL50803_17312	GMRT_10890	
OG0003370	GL50803_17313	GMRT_10894	
OG0003371	GL50803_17314	GMRT_11454	
OG0003372	GL50803_17315	GMRT_11455	
OG0003373	GL50803_14104	GMRT_10893	
OG0003374	GL50803_113740	GMRT_10892	
OG0003375	GL50803_4368		SS50377_27506
OG0003376	GL50803_17318	GMRT_13184	
OG0003377	GL50803_14203	GMRT_13185	
OG0003378	GL50803_33985	GMRT_13187	
OG0003379	GL50803_6441	GMRT_10905	
OG0003380	GL50803_7946	GMRT_13180	
OG0003381	GL50803_7948	GMRT_13181	
OG0003382	GL50803_14589	GMRT_13179	
OG0003383	GL50803_113722	GMRT_13191	
OG0003384	GL50803_17320	GMRT_13192	
OG0003385	GL50803_9430	GMRT_13199	
OG0003386	GL50803_33989	GMRT_13198	
OG0003387	GL50803_38462		SS50377_23241
OG0003388	GL50803_31340	GMRT_13103	
OG0003389	GL50803_31339	GMRT_13206	
OG0003390	GL50803_15993	GMRT_13212	
OG0003391	GL50803_16089	GMRT_13778	
OG0003392	GL50803_24734	GMRT_15641	
OG0003393	GL50803_3455	GMRT_15640	
OG0003394	GL50803_7270	GMRT_13214	
OG0003395	GL50803_7268	GMRT_15637	
OG0003396	GL50803_93356	GMRT_15646	
OG0003397	GL50803_16415	GMRT_15644	
OG0003398	GL50803_10167	GMRT_15649	
OG0003399	GL50803_102515	GMRT_15651	
OG0003400	GL50803_23884	GMRT_13783	
OG0003401	GL50803_86511		SS50377_28133
OG0003402	GL50803_10161	GMRT_11639	
OG0003403	GL50803_15134	GMRT_15653	
OG0003404	GL50803_19271	GMRT_15654	
OG0003405	GL50803_86520	GMRT_13776	
OG0003406	GL50803_23888	GMRT_13777	
OG0003407	GL50803_5988	GMRT_14426	
OG0003408	GL50803_5987	GMRT_13780	
OG0003409	GL50803_16750	GMRT_13781	
OG0003410	GL50803_6471	GMRT_13784	
OG0003411	GL50803_95192	GMRT_13790	
OG0003412	GL50803_28379	GMRT_13789	
OG0003413	GL50803_42196	GMRT_13239	
OG0003414	GL50803_14601	GMRT_13224	
OG0003415	GL50803_7988	GMRT_14350	
OG0003416	GL50803_7990	GMRT_14644	
OG0003417	GL50803_12028	GMRT_15610	
OG0003418	GL50803_15556	GMRT_13798	
OG0003419	GL50803_113480, GL50803_135873		
OG0003420	GL50803_23556	GMRT_13804	
OG0003421	GL50803_16681	GMRT_13805	
OG0003422	GL50803_4985	GMRT_15622	
OG0003423	GL50803_17089	GMRT_15632	
OG0003424	GL50803_3594	GMRT_13232	
OG0003425	GL50803_17096	GMRT_13225	
OG0003426	GL50803_17097	GMRT_13226	
OG0003427	GL50803_4705	GMRT_13227	
OG0003428	GL50803_27193	GMRT_13228	
OG0003429	GL50803_4356	GMRT_15619	
OG0003430	GL50803_4355		SS50377_27945
OG0003431	GL50803_10880	GMRT_13345	
OG0003432	GL50803_10876	GMRT_13235	
OG0003433	GL50803_10868	GMRT_10347	
OG0003434	GL50803_16920	GMRT_10348	
OG0003435	GL50803_15149	GMRT_10353	
OG0003436	GL50803_10232	GMRT_11444	
OG0003437	GL50803_10229	GMRT_12649	
OG0003438	GL50803_115245	GMRT_11443	
OG0003439	GL50803_5062	GMRT_11441	
OG0003440	GL50803_13825	GMRT_11440	
OG0003441	GL50803_12174	GMRT_16326	
OG0003442	GL50803_12160	GMRT_13182	
OG0003443	GL50803_61210	GMRT_13133	
OG0003444	GL50803_15591	GMRT_13131	
OG0003445	GL50803_29774	GMRT_13130	
OG0003446	GL50803_16985	GMRT_16359	
OG0003447	GL50803_100887, GL50803_103058		
OG0003448	GL50803_33083	GMRT_16274	
OG0003449	GL50803_22394	GMRT_10916	
OG0003450	GL50803_19910	GMRT_10911	
OG0003451	GL50803_16860	GMRT_13222	
OG0003452	GL50803_32828	GMRT_11967	
OG0003453	GL50803_8322	GMRT_11911	
OG0003454	GL50803_14680	GMRT_14371	
OG0003455	GL50803_11390	GMRT_12949	
OG0003456	GL50803_93278	GMRT_15608	
OG0003457	GL50803_16708	GMRT_14248	
OG0003458	GL50803_11493	GMRT_14249	
OG0003459	GL50803_61271	GMRT_14374	
OG0003460	GL50803_17030	GMRT_11701	
OG0003461	GL50803_4883	GMRT_14243	
OG0003462	GL50803_114199	GMRT_14242	
OG0003463	GL50803_114201	GMRT_14228	
OG0003464	GL50803_61272	GMRT_14229	
OG0003465	GL50803_24712	GMRT_14234	
OG0003466	GL50803_103887	GMRT_15788	
OG0003467	GL50803_103888	GMRT_14953	
OG0003468	GL50803_114209	GMRT_14231	
OG0003469	GL50803_4197	GMRT_14230	
OG0003470	GL50803_114216	GMRT_14227	
OG0003471	GL50803_13694	GMRT_14219	
OG0003472	GL50803_13691	GMRT_14221	
OG0003473	GL50803_13690	GMRT_14226	
OG0003474	GL50803_61276	GMRT_14239	
OG0003475	GL50803_29359	GMRT_14214	
OG0003476	GL50803_10971	GMRT_14213	
OG0003477	GL50803_16642	GMRT_14210	
OG0003478	GL50803_95290	GMRT_14211	
OG0003479	GL50803_24662	GMRT_14957	
OG0003480	GL50803_13603	GMRT_14961	
OG0003481	GL50803_8523	GMRT_14948	
OG0003482	GL50803_14727	GMRT_15270	
OG0003483	GL50803_28549	GMRT_14951	
OG0003484	GL50803_8516	GMRT_14964	
OG0003485	GL50803_8511	GMRT_13489	
OG0003486	GL50803_8509	GMRT_11081	
OG0003487	GL50803_8505	GMRT_10318	
OG0003488	GL50803_8501	GMRT_12421	
OG0003489	GL50803_16454	GMRT_14945	
OG0003490	GL50803_3146	GMRT_11959	
OG0003491	GL50803_16452	GMRT_11962	
OG0003492	GL50803_113415	GMRT_11963	
OG0003493	GL50803_87112	GMRT_11958	
OG0003494	GL50803_87056	GMRT_11719	
OG0003495	GL50803_12921	GMRT_11957	
OG0003496	GL50803_16876	GMRT_14358	
OG0003497	GL50803_61304	GMRT_14357	
OG0003498	GL50803_16879	GMRT_14355	
OG0003499	GL50803_137739	GMRT_14353	
OG0003500	GL50803_8946	GMRT_14361	
OG0003501	GL50803_8949	GMRT_14365	
OG0003502	GL50803_14737	GMRT_14346	
OG0003503	GL50803_8585	GMRT_14347	
OG0003504	GL50803_8586	GMRT_14348	
OG0003505	GL50803_13844	GMRT_15258	
OG0003506	GL50803_15290	GMRT_15257	
OG0003507	GL50803_10808	GMRT_15255	
OG0003508	GL50803_10807	GMRT_15254	
OG0003509	GL50803_15289, GL50803_8048		
OG0003510	GL50803_10802	GMRT_15252	
OG0003511	GL50803_10791	GMRT_15247	
OG0003512	GL50803_35341	GMRT_13162	
OG0003513	GL50803_3948	GMRT_15246	
OG0003514	GL50803_113456	GMRT_15244	
OG0003515	GL50803_2750	GMRT_15243	
OG0003516	GL50803_2753	GMRT_15241	
OG0003517	GL50803_14997	GMRT_15115	
OG0003518	GL50803_9605	GMRT_15114	
OG0003519	GL50803_14998	GMRT_15235	
OG0003520	GL50803_9611	GMRT_15242	
OG0003521	GL50803_9612	GMRT_15234	
OG0003522	GL50803_35332	GMRT_15227	
OG0003523	GL50803_15953	GMRT_15225	
OG0003524	GL50803_8789	GMRT_15221	
OG0003525	GL50803_8799	GMRT_15201	
OG0003526	GL50803_87774	GMRT_15199	
OG0003527	GL50803_8804	GMRT_15191	
OG0003528	GL50803_101011	GMRT_13601	
OG0003529	GL50803_2401	GMRT_15198	
OG0003530	GL50803_2404	GMRT_15186	
OG0003531	GL50803_114307	GMRT_15184	
OG0003532	GL50803_16272	GMRT_15181	
OG0003533	GL50803_16271	GMRT_11111	
OG0003534	GL50803_3786	GMRT_15178	
OG0003535	GL50803_16607	GMRT_15175	
OG0003536	GL50803_5804	GMRT_15153	
OG0003537	GL50803_16605	GMRT_15155	
OG0003538	GL50803_16604	GMRT_11820	
OG0003539	GL50803_9835	GMRT_11114	
OG0003540	GL50803_21366	GMRT_15157	
OG0003541	GL50803_18471	GMRT_15161	
OG0003542	GL50803_14107	GMRT_15162	
OG0003543	GL50803_26435	GMRT_10815	
OG0003544	GL50803_37449	GMRT_15166	
OG0003545	GL50803_14593	GMRT_10715	
OG0003546	GL50803_91451	GMRT_10719	
OG0003547	GL50803_22455	GMRT_10724	
OG0003548	GL50803_27024	GMRT_13389	
OG0003549	GL50803_16351	GMRT_11846	
OG0003550	GL50803_16350	GMRT_11844	
OG0003551	GL50803_11712	GMRT_11821	
OG0003552	GL50803_11715	GMRT_11824	
OG0003553	GL50803_15483	GMRT_11827	
OG0003554	GL50803_115054	GMRT_11829	
OG0003555	GL50803_17393	GMRT_11110	
OG0003556	GL50803_17392	GMRT_11816	
OG0003557	GL50803_17391	GMRT_11112	
OG0003558	GL50803_7663	GMRT_11521	
OG0003559	GL50803_32297	GMRT_15552	
OG0003560	GL50803_6335	GMRT_12124	
OG0003561	GL50803_6332	GMRT_13578	
OG0003562	GL50803_6330	GMRT_13579	
OG0003563	GL50803_6887	GMRT_13552	
OG0003564	GL50803_6888	GMRT_13553	
OG0003565	GL50803_6896	GMRT_13564	
OG0003566	GL50803_17386	GMRT_13570	
OG0003567	GL50803_137734	GMRT_13566	
OG0003568	GL50803_36654	GMRT_13557	
OG0003569	GL50803_89622	GMRT_13558	
OG0003570	GL50803_14230	GMRT_13561	
OG0003571	GL50803_6519	GMRT_15900	
OG0003572	GL50803_14864	GMRT_15894	
OG0003573	GL50803_9089	GMRT_15891	
OG0003574	GL50803_9086	GMRT_15872	
OG0003575	GL50803_16598	GMRT_15885	
OG0003576	GL50803_15264	GMRT_15886	
OG0003577	GL50803_10677	GMRT_15884	
OG0003578	GL50803_10675	GMRT_15870	
OG0003579	GL50803_16601	GMRT_15868	
OG0003580	GL50803_114991, GL50803_137732		
OG0003581	GL50803_16966	GMRT_15879	
OG0003582	GL50803_16967	GMRT_15880	
OG0003583	GL50803_7350	GMRT_10323	
OG0003584	GL50803_7352	GMRT_10313	
OG0003585	GL50803_7353	GMRT_10312	
OG0003586	GL50803_14433	GMRT_10327	
OG0003587	GL50803_14436	GMRT_10309	
OG0003588	GL50803_14608	GMRT_10316	
OG0003589	GL50803_14607	GMRT_10320	
OG0003590	GL50803_8002	GMRT_10306	
OG0003591	GL50803_14696	GMRT_10300	
OG0003592	GL50803_14694	GMRT_10302	
OG0003593	GL50803_114609		SS50377_23067
OG0003594	GL50803_29630	GMRT_10299	
OG0003595	GL50803_11742	GMRT_15523	
OG0003596	GL50803_137731	GMRT_15520	
OG0003597	GL50803_22587	GMRT_10293	
OG0003598	GL50803_15495	GMRT_15526	
OG0003599	GL50803_11761	GMRT_15898	
OG0003600	GL50803_17413	GMRT_15516	
OG0003601	GL50803_11771	GMRT_15517	
OG0003602	GL50803_15499	GMRT_15515	
OG0003603	GL50803_11775	GMRT_15518	
OG0003604	GL50803_17408	GMRT_12186	
OG0003605	GL50803_7566	GMRT_11476	
OG0003606	GL50803_14485	GMRT_11475	
OG0003607	GL50803_101768	GMRT_11483	
OG0003608	GL50803_7573	GMRT_11484	
OG0003609	GL50803_17407	GMRT_11489	
OG0003610	GL50803_13227	GMRT_11490	
OG0003611	GL50803_25296	GMRT_11492	
OG0003612	GL50803_29500	GMRT_10354	
OG0003613	GL50803_11341	GMRT_15511	
OG0003614	GL50803_17403	GMRT_11502	
OG0003615	GL50803_17401	GMRT_11505	
OG0003616	GL50803_11327	GMRT_15492	
OG0003617	GL50803_15399	GMRT_15494	
OG0003618	GL50803_15398	GMRT_15495	
OG0003619	GL50803_15397	GMRT_15491	
OG0003620	GL50803_20633	GMRT_15489	
OG0003621	GL50803_91761	GMRT_15499	
OG0003622	GL50803_3169	GMRT_15650	
OG0003623	GL50803_22739	GMRT_11468	
OG0003624	GL50803_14937	GMRT_11470	
OG0003625	GL50803_14939	GMRT_11472	
OG0003626	GL50803_17084	GMRT_11474	
OG0003627	GL50803_17083	GMRT_15506	
OG0003628	GL50803_2933	GMRT_11464	
OG0003629	GL50803_102071	GMRT_11458	
OG0003630	GL50803_8350	GMRT_11453	
OG0003631	GL50803_16215	GMRT_11452	
OG0003632	GL50803_14085	GMRT_11113	
OG0003633	GL50803_6007	GMRT_16353	
OG0003634	GL50803_16438	GMRT_10150	
OG0003635	GL50803_8850	GMRT_12120	
OG0003636	GL50803_14787	GMRT_16352	
OG0003637	GL50803_97741	GMRT_11506	
OG0003638	GL50803_14786	GMRT_16351	
OG0003639	GL50803_102961	GMRT_16336	
OG0003640	GL50803_24372	GMRT_16338	
OG0003641	GL50803_9503	GMRT_16341	
OG0003642	GL50803_14967	GMRT_16345	
OG0003643	GL50803_9508	GMRT_16334	
OG0003644	GL50803_16326	GMRT_16335	
OG0003645	GL50803_9509	GMRT_16329	
OG0003646	GL50803_9511	GMRT_16328	
OG0003647	GL50803_96779	GMRT_16327	
OG0003648	GL50803_9515	GMRT_16325	
OG0003649	GL50803_14970	GMRT_ee002	
OG0003650	GL50803_14971	GMRT_11450	
OG0003651	GL50803_14972	GMRT_11446	
OG0003652	GL50803_9068	GMRT_14492	
OG0003653	GL50803_16613	GMRT_16324	
OG0003654	GL50803_9060	GMRT_16331	
OG0003655	GL50803_14850	GMRT_16358	
OG0003656	GL50803_113677	GMRT_13129	
OG0003657	GL50803_7009	GMRT_13128	
OG0003658	GL50803_94534	GMRT_13930	
OG0003659	GL50803_103082	GMRT_13939	
OG0003660	GL50803_7652	GMRT_10913	
OG0003661	GL50803_24279	GMRT_13941	
OG0003662	GL50803_112932	GMRT_16310	
OG0003663	GL50803_3490	GMRT_16321	
OG0003664	GL50803_137693	GMRT_16320	
OG0003665	GL50803_16001	GMRT_13931	
OG0003666	GL50803_22629	GMRT_13935	
OG0003667	GL50803_89117	GMRT_13945	
OG0003668	GL50803_3582	GMRT_16303	
OG0003669	GL50803_40517	GMRT_16300	
OG0003670	GL50803_13282	GMRT_16299	
OG0003671	GL50803_15888	GMRT_16295	
OG0003672	GL50803_40521		SS50377_22364
OG0003673	GL50803_24695	GMRT_16292	
OG0003674	GL50803_137695	GMRT_16290	
OG0003675	GL50803_112121	GMRT_16314	
OG0003676	GL50803_4026	GMRT_16315	
OG0003677	GL50803_87472	GMRT_16317	
OG0003678	GL50803_2285	GMRT_12130	
OG0003679	GL50803_8627	GMRT_11708	
OG0003680	GL50803_8623	GMRT_11705	
OG0003681	GL50803_8620		SS50377_22626
OG0003682	GL50803_14746	GMRT_11722	
OG0003683	GL50803_14745	GMRT_11724	
OG0003684	GL50803_3538	GMRT_24333	
OG0003685	GL50803_41212	GMRT_12356	
OG0003686	GL50803_61564	GMRT_12357	
OG0003687	GL50803_7035	GMRT_11511	
OG0003688	GL50803_7029	GMRT_12381	
OG0003689	GL50803_7021	GMRT_12414	
OG0003690	GL50803_14341	GMRT_12413	
OG0003691	GL50803_7018	GMRT_12412	
OG0003692	GL50803_61575	GMRT_12410	
OG0003693	GL50803_101810	GMRT_12398	
OG0003694	GL50803_1597	GMRT_11979	
OG0003695	GL50803_16587	GMRT_12789	
OG0003696	GL50803_111869	GMRT_12420	
OG0003697	GL50803_6147	GMRT_12418	
OG0003698	GL50803_2902	GMRT_12759	
OG0003699	GL50803_3180	GMRT_14079	
OG0003700	GL50803_22543	GMRT_15892	
OG0003701	GL50803_14818	GMRT_12426	
OG0003702	GL50803_8955	GMRT_14033	
OG0003703	GL50803_61589	GMRT_14034	
OG0003704	GL50803_14819	GMRT_14035	
OG0003705	GL50803_8961	GMRT_11714	
OG0003706	GL50803_8968	GMRT_14039	
OG0003707	GL50803_14821	GMRT_14040	
OG0003708	GL50803_16494	GMRT_14041	
OG0003709	GL50803_8974	GMRT_11035	
OG0003710	GL50803_16493	GMRT_11037	
OG0003711	GL50803_16492	GMRT_14046	
OG0003712	GL50803_87422	GMRT_14045	
OG0003713	GL50803_14800	GMRT_14044	
OG0003714	GL50803_16675	GMRT_11034	
OG0003715	GL50803_8909	GMRT_12179	
OG0003716	GL50803_22553, GL50803_28651		
OG0003717	GL50803_8856	GMRT_10217	
OG0003718	GL50803_14790	GMRT_11022	
OG0003719	GL50803_16678	GMRT_11027	
OG0003720	GL50803_16679	GMRT_11024	
OG0003721	GL50803_5458	GMRT_12184	
OG0003722	GL50803_17273, GL50803_61593		
OG0003723	GL50803_17176	GMRT_12199	
OG0003724	GL50803_27364	GMRT_14133	
